Shit,Brand,Model,Version,Year,GOOD,BETTER,Column
,MERCEDES-BENZ (Cont'd) ,SL600 ,NA,1998- ,60038,DIN100 ,
,MERCEDES-BENZ (Cont'd) ,SLK200 ,NA,11/1997-11/2000 ,56318,N66 ,
,MERCEDES-BENZ (Cont'd) ,SLK200 Kompressor ,NA,07/2000-07/2004 ,60038,DIN100 ,
,MERCEDES-BENZ (Cont'd) ,SLK230 Supercharged ,NA,02/1997-06/2004 ,56318,N66 ,
,MERCEDES-BENZ (Cont'd) ,Sprinter ,NA,1998- ,56318,N66 ,
,MERCEDES-BENZ (Cont'd) ,Sprinter Cdi ,NA,05/2000-10/2006 ,60038,DIN100 ,
,MERCEDES-BENZ (Cont'd) ,TE ,NA,1974-95 ,56318,N66 ,
,MERCEDES-BENZ (Cont'd) ,Vito Van 108 CDI Diesel ,NA,08/1999-03/2004 ,60038,DIN100 ,
,MERCEDES-BENZ (Cont'd) ,Vito Van 112 CDI Diesel (Workshop only) ,NA,02/2001-03/2004 ,56318,N66 ,
,MERCEDES-BENZ (Cont'd) ,Vito Van 113 Diesel ,NA,1998- ,56318,N66 ,
,MERCEDES-BENZ (Cont'd) ,Vito 113 Diesel ,NA,2002- ,56318,N66 ,
,MERCEDES-BENZ (Cont'd) ,SOME MODELS (STOP START) ,NA,2010- ,,AGM ONLY ,
,MINI ,Mini Cooper S R50 ,NA,03/2002-02/2007 ,56219,N55H ,
,MINI ,Mini Cooper S R56 ,NA,2006-2010 ,AGM70 ,AGM70H ,
,MINI ,Mini ,NA,03/2007- ,56638,N66H ,
,MINI ,Mini Cooper R56 ,NA,2006-2010 ,AGM70 ,AGM70H ,
,MINI ,Mini Works Clubman R55 ,NA,2008-2012 ,AGM70 ,AGM70H ,
,MG ,TF ,NA,1953-55 ,CMF65AL or 22F-520 ,N51 ,
,MG ,Magnette ,NA,1954-59 ,105D31R ,N70ZZX ,
,MG ,MG Midget ,NA,1968-73 ,N43MF ,N43MF ,
,MG ,MGA 1500 ,NA,1955-60 ,,N03 X 2 ,
,MG ,MGA 1600 ,NA,1955-60 ,,N03 X 2 ,
,MG ,MGB 1800 ,NA,1960-72 ,,N03 X 2 ,
,MG ,MGF ,NA,03/1997-07/2002 ,55457,N55 ,
,MG ,MGTF ,NA,08/2002-06/2005 ,55457,N55 ,
,MG ,MG ZT ,NA,05/2002-06/2005 ,56318,N66 ,
,MITSUBISHI ,ASX Wagon ,NA,07/2010- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI ,ASX Wagon Diesel ,NA,07/2010- ,105D31L ,N70ZZL ,
,MITSUBISHI ,Centura 4 Cyl ,NA,1975-79 ,CMF65AR or 22FR-520 ,N50 ,
,MITSUBISHI ,Centura 6 Cyl ,NA,1975-79 ,CMF65AL or 22F-520 ,N51 ,
,MITSUBISHI ,Challenger ,NA,03/1998-03/2007 ,85D26R ,N52 ,
,MITSUBISHI ,Chrysler All Models ,NA,1971-78 ,22F520 ,N51 ,
,MITSUBISHI ,Colt All Models RA - RE ,NA,1981-91 ,42B19LDF ,NS40ZA ,
,MITSUBISHI ,Colt ,NA,09/2004- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI ,Colt Cabriolet ,NA,11/2006- ,56219,N55H ,
,MITSUBISHI ,Colt Ralliart ,NA,02/2007- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI ,Cordia AA - AC ,NA,1983-87 ,42B19LDF ,NS40ZA ,
,MITSUBISHI ,Delica ,NA,01/1989-12/1998 ,85D26R/105D31R ,N52 / N70ZZ ,
,MITSUBISHI ,Delica Diesel ,NA,All Years ,55457,N55 ,
,MITSUBISHI ,Exlipse (L300) ,NA,1990-95 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI ,Express (Diesel) L300 ,NA,1979-87 ,105D31R ,N70ZZ ,
,MITSUBISHI ,Express (Petrol) L300 ,NA,1979-08/2002 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI ,Express L300 ,NA,09/1994-02/2006 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI ,Express ,NA,03/2006- ,55B24RS ,NS60A ,
,MITSUBISHI ,FTO V6 ,NA,2001- ,75D23R or 55D23R ,75D23R or 55D23R ,
,MITSUBISHI ,Galant (except hardtop) ,NA,1971-78 ,CMF65AR or 22FR-520 ,N50 ,
,MITSUBISHI ,Galant GSR - 24V HJ ,NA,1994- ,75D23R or 55D23R ,75D23R or 55D23R ,
,MITSUBISHI ,Galant HA - HH ,NA,1978-94 ,N43MF ,N43MF ,
,MITSUBISHI ,Grandis ,NA,2004- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI ,iMiEV Start Battery ,NA,10/2010- ,40B19L ,NS40L ,
,MITSUBISHI ,"Lancer CA, CB, CC ",NA,09/1988-06/1996 ,42B19LDF ,NS40ZA ,
,MITSUBISHI ,Lancer CE ,NA,07/1996-01/2003 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI ,Lancer CG ,NA,02/2003-07/2005 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI ,Lancer CH 2.4 Litre ,NA,08/2005-06/2007 ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI ,Lancer CJ 2.0 Litre ,NA,07/2007- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI ,"Lancer LA, LB, LC ",NA,09/1974-08/1981 ,N43MF ,N43MF ,
,MITSUBISHI ,Lancer Evolution (in boot) ,NA,07/2008- ,85D26L ,N53 ,
,MITSUBISHI ,Magna ,NA,04/1985-03/1991 ,42B19LDF ,NS40ZA ,
,MITSUBISHI ,Magna ,NA,04/1991-05/1997 ,CMF65AR or 22FR-520 ,N50 ,
,MITSUBISHI ,Magna ,NA,06/1997-09/2005 ,AU22R-520 ,N50EF ,
,MITSUBISHI ,Mirage ,NA,1997-2003 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI ,Nimbus UA ,NA,1984-91 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI ,Nimbus UB ,NA,1984-91 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI (Cont'd) ,Nimbus UC ,NA,1984-91 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI (Cont'd) ,Nimbus UF ,NA,02/1992-10/1998 ,N43MF ,N43MF ,
,MITSUBISHI (Cont'd) ,Nimbus UG ,NA,11/1998-05/2004 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI (Cont'd) ,Outlander ,NA,02/2003- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI (Cont'd) ,Pajero Diesel ,NA,1983-95 ,105D31R ,N70ZZ ,
,MITSUBISHI (Cont'd) ,Pajero Diesel ,NA,1996-1998 ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI (Cont'd) ,Pajero Diesel ,NA,1998-04/2002 ,75D23R or 55D23R ,75D23R or 55D23R ,
,MITSUBISHI (Cont'd) ,Pajero Diesel ,NA,05/2002- ,105D31L ,N70ZZL ,
,MITSUBISHI (Cont'd) ,Pajero Petrol ,NA,1983-95 ,85D26R ,N52 ,
,MITSUBISHI (Cont'd) ,Pajero Petrol ,NA,1995-1997 ,75D23R or 55D23R ,75D23R or 55D23R ,
,MITSUBISHI (Cont'd) ,Pajero Petrol ,NA,08/1997-06/2000 ,75D23R or 55D23R ,75D23R or 55D23R ,
,MITSUBISHI (Cont'd) ,Pajero Petrol ,NA,07/2000- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI (Cont'd) ,Pajero iO 4WD 1.6Ltr 3 Door ,NA,1999- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI (Cont'd) ,Pajero iO 4WD 1.8Ltr 5 Door ,NA,1999- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI (Cont'd) ,Rosa Bus ,NA,08/2000-01/2005 ,75D23R or 55D23R ,75D23R or 55D23R ,
,MITSUBISHI (Cont'd) ,Scorpion All Models ,NA,1978-85 ,CMF65AR or 22FR-520 ,N50 ,
,MITSUBISHI (Cont'd) ,Sigma 1600 ,NA,1977-85 ,N43MF ,N43MF ,
,MITSUBISHI (Cont'd) ,Sigma 1850 ,NA,1977-85 ,N43MF ,N43MF ,
,MITSUBISHI (Cont'd) ,Sigma 2000 ,NA,1977-85 ,CMF65AR or 22FR-520 ,N50 ,
,MITSUBISHI (Cont'd) ,Sigma 2600 ,NA,1977-85 ,CMF65AR or 22FR-520 ,N50 ,
,MITSUBISHI (Cont'd) ,Starion ,NA,1982-87 ,CMF65AR or 22FR-520 ,N50 ,
,MITSUBISHI (Cont'd) ,"Starwagon 2.0, 2.4 Ltr ",NA,10/1986-08/2002 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI (Cont'd) ,"Starwagon 2.0, 2.4 Ltr ",NA,09/2002-05/2004 ,42B19LDF ,NS40ZAL ,
,MITSUBISHI (Cont'd) ,Starwagon 3.0 L300 ,NA,1994-1996 ,85D26R ,N52 ,
,MITSUBISHI (Cont'd) ,Triton Petrol ,NA,10/1996-07/2001 ,55B24RS ,NS60A ,
,MITSUBISHI (Cont'd) ,Triton Petrol MK ,NA,08/2001-06/2006 ,75D23R or 55D23R ,75D23R or 55D23R ,
,MITSUBISHI (Cont'd) ,Triton Petrol ML ,NA,07/2006- ,75D23L or 55D23L ,75D23L or 55D23L ,
,MITSUBISHI (Cont'd) ,Triton Diesel ,NA,10/1996- ,105D31L ,N70ZZL ,
,MITSUBISHI (Cont'd) ,Vailant All Models ,NA,1971-1978 ,CMF65AL or 22F-520 ,N51 ,
,MITSUBISHI (Cont'd) ,Verada V6 - All Models ,NA,1991-1999 ,AU22R-520 ,N50EF ,
,MITSUBISHI (Cont'd) ,380,NA,10/2005- ,75D23R or 55D23R ,75D23R or 55D23R ,
,NIKI ,Niki 650 (FSM Niki 650) ,NA,01/1989-12/1993 ,55457,N55 ,
,NISSAN ,200SX ,NA,1997,75D23R or 55D23R ,75D23R or 55D23R ,
,NISSAN ,200SX ,NA,2000- ,55B24R ,NS60 ,
,NISSAN ,280 Series ,NA,1978-84 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,300ZX ,NA,03/1984-01/1996 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,350Z ,NA,02/2003- ,75D23L or 55D23L ,75D23L or 55D23L ,
,NISSAN ,370Z ,NA,05/2009- ,75D23L or 55D23L ,75D23L or 55D23L ,
,NISSAN ,720 Diesel ,NA,1980-85 ,105D31R ,N70ZZ ,
,NISSAN ,720 Petrol ,NA,1980-85 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,Bluebird ,NA,05/1981-06/1986 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,Bluebird ,NA,1993-95 ,CMF65AL or 22F-520 ,N51 ,
,NISSAN ,Datsun 1200 ,NA,1970-79 ,N43MF ,N43MF ,
,NISSAN ,Datsun 120Y ,NA,1970-79 ,N43MF ,N43MF ,
,NISSAN ,Datsun 1300 ,NA,1972-81 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,Datsun 1600 ,NA,1968-72 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,Datsun 180B ,NA,1972-81 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,Datsun 200B ,NA,1972-81 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,Datsun 240K/Z ,NA,1971-78 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,Datsun 260C/Z ,NA,1971-78 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,Dualis ,NA,12/2007- ,56219,N55H ,
,NISSAN ,E20 ,NA,1974-80 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN ,EXA ,NA,1987-91 ,CMF65AL or 22F-520 ,N51 ,
,NISSAN ,EXA Turbo ,NA,1983-87 ,40B19L ,NS40L ,
,NISSAN ,Gazelle ,NA,1983-86 ,42B19LDF ,NS40ZAL ,
,NISSAN ,Grande ,NA,2008- ,75D23R or 55D23R ,75D23R or 55D23R ,
,NISSAN ,Maxima ,NA,1990-95 ,CMF65AL or 22F-520 ,N51 ,
,NISSAN ,Maxima ,NA,02/1995-12/1999 ,85D26L ,N53 ,
,NISSAN ,"Maxima (A-33, V6) ",NA,2000- ,75D23L or 55D23L ,75D23L or 55D23L ,
,NISSAN ,Maxima ST V6 ,NA,2002- ,75D23L or 55D23L ,75D23L or 55D23L ,
,NISSAN ,Maxima & Touring 30S ,NA,1996-97 ,75D23L or 55D23L ,75D23L or 55D23L ,
,NISSAN (Cont'd) ,Micra ,NA,05/1995-08/1996 ,40B19L ,NS40L ,
,NISSAN (Cont'd) ,Micra ,NA,09/1996-12/1997 ,42B19LDF ,NS40ZAL ,
,NISSAN (Cont'd) ,Micra ,NA,12/2007- ,55B24L ,NS60L ,
,NISSAN (Cont'd) ,Murano ,NA,07/2005- ,75D23L or 55D23L ,75D23L or 55D23L ,
,NISSAN (Cont'd) ,Navara Diesel ,NA,1985-11/2001 ,105D31R ,N70ZZ ,
,NISSAN (Cont'd) ,Navara Diesel ,NA,12/2001-11/2006 ,105D31R ,N70ZZ ,
,NISSAN (Cont'd) ,Navara Diesel ,NA,12/2006- ,57412,N66H ,
,NISSAN (Cont'd) ,Navara Petrol 4/6 Cyl ,NA,1986- ,75D23R or 55D23R ,75D23R or 55D23R ,
,NISSAN (Cont'd) ,Nomad ,NA,12/1986-10/1992 ,42B19LDF ,NS40ZA ,
,NISSAN (Cont'd) ,NX Coupe ,NA,1992-96 ,40B19L ,NS40L ,
,NISSAN (Cont'd) ,Pathfinder ,NA,1987-06/2005 ,75D23R or 55D23R ,75D23R or 55D23R ,
,NISSAN (Cont'd) ,Pathfinder ST-L ,NA,07/2005- ,57412,N66H ,
,NISSAN (Cont'd) ,Pathfinder Ti Diesel ,NA,07/2005- ,57412,N66H ,
,NISSAN (Cont'd) ,Patrol Diesel ,NA,1980-85 ,105D31R ,N70ZZ ,
,NISSAN (Cont'd) ,Patrol Diesel ,NA,1985-88 ,105D31R ,N70ZZ ,
,NISSAN (Cont'd) ,Patrol Diesel ,NA,1989-03 ,105D31L ,N70ZZL ,
,NISSAN (Cont'd) ,Patrol Petrol ,NA,1974-80 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN (Cont'd) ,Patrol Petrol ,NA,1980-89 ,85D26R ,N52 ,
,NISSAN (Cont'd) ,Patrol Petrol ,NA,1989-98 ,105D31L ,N70ZZL ,
,NISSAN (Cont'd) ,Patrol Petrol ,NA,1999- ,85D26L ,N53 ,
,NISSAN (Cont'd) ,Patrol TDI ,NA,2012- ,105D31R ,N70ZZ ,
,NISSAN (Cont'd) ,"Patrol Y61 (4X4 Turbo Wagon, deisel) ",NA,2000- ,105D31L ,N70ZZL ,
,NISSAN (Cont'd) ,Patrol y61 Wagon 4X4 (Turbo) ,NA,2001- ,105D31L ,N70ZZL ,
,NISSAN (Cont'd) ,Pintara ,NA,1986-89 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN (Cont'd) ,Pintara ,NA,1989-92 ,CMF65AL or 22F-520 ,N51 ,
,NISSAN (Cont'd) ,Prairie ,NA,1983-85 ,40B19R ,NS40 ,
,NISSAN (Cont'd) ,Pulsar ET Turbo ,NA,01/1984-07/1987 ,42B19LDF ,NS40ZAL ,
,NISSAN (Cont'd) ,Pulsar ,NA,05/1983-07/1993 ,42B19LDF ,NS40ZAL ,
,NISSAN (Cont'd) ,Pulsar ,NA,08/1993-06/2000 ,40B19L ,NS40L ,
,NISSAN (Cont'd) ,Pulsar Sedan ,NA,07/2000-01/2006 ,40B19L ,NS40L ,
,NISSAN (Cont'd) ,Pulsar Hatchback ,NA,11/2002-01/2006 ,55457,N55 ,
,NISSAN (Cont'd) ,Pulsar Plus Sedan ,NA,10/1997-09/2000 ,40B19L ,NS40L ,
,NISSAN (Cont'd) ,Pulsar Q ,NA,1997-99 ,40B19L ,NS40L ,
,NISSAN (Cont'd) ,Pulsar SSS 5 Dr ,NA,1998- ,75D23R or 55D23R ,75D23L or 55D23L ,
,NISSAN (Cont'd) ,Serena ,NA,1992-94 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN (Cont'd) ,Skyline ,NA,1997-1999 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN (Cont'd) ,Skyline ,NA,1986-90 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN (Cont'd) ,Skyline R32 ,NA,1990-1993 ,40B19R ,NS40 ,
,NISSAN (Cont'd) ,Skyline R33 (Boot Mounted) ,NA,1993-1998 ,75D23L or 55D23L ,75D23L or 55D23L ,
,NISSAN (Cont'd) ,Skyline R34 ,NA,1998- ,55B24R ,NS60 ,
,NISSAN (Cont'd) ,Stanza ,NA,1978-83 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN (Cont'd) ,Sunny ,NA,1979-81 ,N43MF ,N43MF ,
,NISSAN (Cont'd) ,Silvia ,NA,01/1988-12/1994 ,40B19R ,NS40 ,
,NISSAN (Cont'd) ,Terrano II ,NA,1998,75D23R or 55D23R ,75D23R or 55D23R ,
,NISSAN (Cont'd) ,Tiida ,NA,02/2006- ,55B24L ,NS60L ,
,NISSAN (Cont'd) ,Urvan Diesel ,NA,1981-95 ,105D31R ,N70ZZ ,
,NISSAN (Cont'd) ,Urvan Petrol ,NA,1981-95 ,CMF65AR or 22FR-520 ,N50 ,
,NISSAN (Cont'd) ,Vanette ,NA,1981-95 ,42B19LDF ,NS40ZA ,
,NISSAN (Cont'd) ,Vector ,NA,1988-93 ,42B19LDF ,NS40ZAL ,
,NISSAN (Cont'd) ,X-Trail 4X4 T30 Wagon ,NA,02/202- ,75D23L or 55D23L ,75D23L or 55D23L ,
,NISSAN (Cont'd) ,X-Trail Diesel ,NA,07/2008- ,75D23L or 55D23L ,75D23L or 55D23L ,
,PEUGEOT ,205,NA,1989-95 ,55457,N55 ,
,PEUGEOT ,404,NA,1962-70 ,CMF65AR or 22FR-520 ,N50 ,
,PEUGEOT ,405,NA,1989-95 ,54316,N44 ,
,PEUGEOT ,504,NA,1970-81 ,CMF65AR or 22FR-520 ,N50 ,
,PEUGEOT ,505,NA,1980-89 ,105D31R ,N70ZZ ,
,PEUGEOT ,206 Petrol & Diesel ,NA,08/1999-01/2001 ,55457,N55 ,
,PEUGEOT ,206 Petrol & Diesel ,NA,02/2001- ,56219,N55H ,
,PEUGEOT ,207,NA,03/2007- ,55457,N55 ,
,PEUGEOT ,3008 Petrol ,NA,06/2010- ,56219,N55H ,
,PEUGEOT ,3008 HDI Diesel ,NA,06/2010- ,57412,N66H ,
,PEUGEOT ,306,NA,4/1994-12/2001 ,56219,N55 ,
,PEUGEOT ,307 Petrol ,NA,12/2001- ,56219,N55H ,
,PEUGEOT ,307 HDI Diesel ,NA,10/2003-06/2008 ,57412,N66H ,
,PEUGEOT (Cont'd) ,308 (Workshop only) ,NA,02/2008- ,57412,N66H ,
,PEUGEOT (Cont'd) ,406 Coupe ,NA,10/1997-08/1999 ,55457,N55 ,
,PEUGEOT (Cont'd) ,406ST ,NA,1996-97 ,55457,N55 ,
,PEUGEOT (Cont'd) ,406,NA,09/1999- ,56219,N55H ,
,PEUGEOT (Cont'd) ,407,NA,09/2004- ,55457,N55 ,
,PEUGEOT (Cont'd) ,407 HDI ,NA,02/2005- ,55457,N55 ,
,PEUGEOT (Cont'd) ,407 HDI V6 ,NA,03/2006- ,56318,N66 ,
,PEUGEOT (Cont'd) ,4007,NA,01/2010- ,105D31L ,N70ZZL ,
,PEUGEOT (Cont'd) ,504 LTI ,NA,1975-76 ,N43MF ,N43MF ,
,PEUGEOT (Cont'd) ,604 SL ,NA,1978-87 ,CMF65AR or 22FR-520 ,N50 ,
,PEUGEOT (Cont'd) ,GLD ,NA,1979-82 ,105D31R ,N70ZZ ,
,PEUGEOT (Cont'd) ,RCZ Coupe ,NA,10/2010- ,56219,N55H ,
,PORSCHE ,Boxster ,NA,01/2000- ,56318,N66 ,
,PORSCHE ,Cayenne ,NA,06/2003- ,60038,DIN100 ,
,PORSCHE ,Cayman ,NA,10/2006- ,56219,N55H ,
,PORSCHE ,Panamera ,NA,10/2009- ,55457 / 56318 ,N55 / N66 ,
,PORSCHE ,356 (6 Volt) ,NA,1954-60 ,,N12D ,
,PORSCHE ,924,NA,1977-82 ,55457,N55 ,
,PORSCHE ,928,NA,1980-92 ,60038,DIN100 ,
,PORSCHE ,944,NA,03/1982-03/1991 ,55457,N55 ,
,PORSCHE ,968,NA,1992-95 ,55457,N55 ,
,PORSCHE ,911 Most Models ,NA,1969-95 ,55457 / 56318 ,N55 / N66 ,
,PORSCHE ,911T ,NA,1968-73 ,54316,N44 ,
,PORSCHE ,911 GT2 ,NA,2001- ,56318,N66 ,
,PORSCHE ,"911 Carrera, S, Cabriolet ",NA,2001-2004 ,56318,N66 ,
,PORSCHE ,928S ,NA,1980-92 ,60038,DIN100 ,
,PORSCHE ,928S4 ,NA,1987-99 ,56318,N66 ,
,PORSCHE ,944S ,NA,1983-92 ,55457,N55 ,
,PROTON ,All Models ,NA,1995,75D23R or 55D23R ,75D23R or 55D23R ,
,PROTON ,Jumbuck ,NA,02/2003- ,75D23R or 55D23R ,75D23R or 55D23R ,
,PROTON ,M21 2 Door Coupe ,NA,1997- ,75D23R or 55D23R ,75D23R or 55D23R ,
,PROTON ,Persona ,NA,1997- ,75D23R or 55D23R ,75D23R or 55D23R ,
,PROTON ,Satria C90 ,NA,1997-98 ,75D23R or 55D23R ,75D23R or 55D23R ,
,PROTON ,Savvy ,NA,04/2006- ,55B24LS ,NS60AL ,
,PROTON ,Waja ,NA,11/2001-12/2005 ,75D23L or 55D23L ,75D23L or 55D23L ,
,PROTON ,GEN 2 ,NA,10/2004-12/2005 ,55458,N55RMF ,
,RAMBLER ,Hornet ,NA,1970-76 ,CMF65AR or 22FR-520 ,N50 ,
,RENAULT ,14,NA,1977-80 ,N43MF ,N43MF ,
,RENAULT ,16,NA,1968-77 ,N43MF ,N43MF ,
,RENAULT ,25,NA,1985-91 ,54316 / 55457 ,N44 / N55 ,
,RENAULT ,16TL ,NA,1968-77 ,N43MF ,N43MF ,
,RENAULT ,16TS ,NA,1968-77 ,N43MF ,N43MF ,
,RENAULT ,17TL ,NA,1973-80 ,N43MF ,N43MF ,
,RENAULT ,17TS ,NA,1973-80 ,N43MF ,N43MF ,
,RENAULT ,18GTS ,NA,1980-83 ,N43MF ,N43MF ,
,RENAULT ,19TXE ,NA,1991-95 ,54316 / 55457 ,N44 / N55 ,
,RENAULT ,20TS ,NA,1979-84 ,CMF65AL or 22F-520 ,N51 ,
,RENAULT ,21TSE ,NA,1985-91 ,CMF65AL or 22F-520 ,N51 ,
,RENAULT ,25GTV ,NA,1985-91 ,CMF65AL or 22F-520 ,N51 ,
,RENAULT ,Cilo ,NA,12/2001- ,55457,N55 ,
,RENAULT ,Cilo Sports ,NA,05/2001- ,54316,N44 ,
,RENAULT ,Fuego GTX ,NA,1982-87 ,CMF65AR or 22FR-520 ,N50 ,
,RENAULT ,Kangoo ,NA,09/2004- ,57412,N66H ,
,RENAULT ,Laguna ,NA,2002-04 ,55457,N55 ,
,RENAULT ,Laguna / Estate ,NA,2001- ,55457,N55 ,
,RENAULT ,Laguna 2.2 dci Diesel ,NA,11/2006- ,56318,N66 ,
,RENAULT ,Master ,NA,09/2004- ,60038,DIN100 ,
,RENAULT ,Megane ,NA,05/2001- ,55457,N55 ,
,RENAULT (Cont'd) ,Megane Auto ,NA,07/2006- ,56318,N66 ,
,RENAULT (Cont'd) ,Scenic ,NA,05/2001-06/004 ,55457,N55 ,
,RENAULT (Cont'd) ,Scenic ,NA,02/2005- ,56318,N66 ,
,RENAULT (Cont'd) ,Traffic ,NA,2004- ,56318,N66 ,
,RENAULT (Cont'd) ,Virage ,NA,1977-80 ,N43MF ,N43MF ,
,ROLLS ROYCE ,All Models Before 1986 ,NA,Before 1986 ,105D31R ,N70ZZ ,
,ROLLS ROYCE ,All Models After 1986 ,NA,After 1986 ,85D26R ,N52 ,
,ROVER ,75,NA,1995,56318,N66 ,
,ROVER ,75,NA,1965-69 ,105D31R ,N70ZZ ,
,ROVER ,90,NA,1965-69 ,105D31R ,N70ZZ ,
,ROVER ,100,NA,1965-69 ,105D31R ,N70ZZ ,
,ROVER ,825,NA,1988-92 ,N43MF ,N43MF ,
,ROVER ,827,NA,1988-92 ,N43MF ,N43MF ,
,ROVER ,2000,NA,1965-75 ,CMF65AR or 22FR-520 ,N50 ,
,ROVER ,3500,NA,07/1968-02/1972 ,CMF65AR or 22FR-520 ,N50 ,
,ROVER ,2000TC ,NA,1965-75 ,CMF65AR or 22FR-520 ,N50 ,
,ROVER ,416i ,NA,1986-87 ,N43MF ,N43MF ,
,ROVER ,416i ,NA,1987-89 ,CMF65AL or 22F-520 ,N51 ,
,ROVER ,Quintet ,NA,1983-86 ,N43MF ,N43MF ,
,ROVER ,SD1-3500 ,NA,1979-86 ,CMF65AR or 22FR-520 ,N50 ,
,ROVER ,SD1-3500 SE ,NA,1979-86 ,CMF65AR or 22FR-520 ,N50 ,
,ROVER ,Series 2 SE ,NA,1983-85 ,CMF65AR or 22FR-520 ,N50 ,
,SAAB ,95,NA,2001- ,56318,N66 ,
,SAAB ,93,NA,1998,55457,N55 ,
,SAAB ,93 Aero ,NA,11/2001- ,56318,N66 ,
,SAAB ,9000,NA,01/1987-12/1997 ,55457 / 56318 ,N55 / N66 ,
,SAAB ,900,NA,03/1979-10/1993 ,55457,N55 ,
,SAAB ,93 (soft top) ,NA,1999-01/2005 ,56318,N66 ,
,SAAB ,9-3 Vector TiD ,NA,11/2007- ,57412,N66H ,
,SAAB ,9-Mar,NA,02/2005-06/2010 ,57412,N66H ,
,SAAB ,95 SE ,NA,1998,56318,N66 ,
,SAAB ,95 Series ,NA,2000,85D62L ,N53 ,
,SAAB ,All Models ,NA,1972-84 ,CMF65AR or 22FR-520 ,N50 ,
,SAAB ,All Other Models ,NA,1984-92 ,CMF65AR or 22FR-520 ,N50 ,
,SEAT ,All Models ,NA,1995- ,55457 / 56318 ,N55 / N66 ,
,SEAT ,Cordoba ,NA,1997-98 ,56318,N66 ,
,SKODA ,Octovia ,NA,10/2007- ,57412,N66H ,
,SKODA ,Octovia Tdi ,NA,10/2007- ,57412,N66H ,
,SKODA ,Roomster ,NA,10/2007- ,56219,N55H ,
,SMART ,City Coupe ,NA,05/2003-01/2004 ,55066,N36HMF ,
,SMART ,Forfour ,NA,10/2004-01/2007 ,55066,N36HMF ,
,SMART ,Fortwo ,NA,01/2004- ,55066,N36HMF ,
,SMART ,Roadster ,NA,11/2003-01/2007 ,55066,N36HMF ,
,SSANYONG ,Korando 4WD Petrol ,NA,02/1988-06/2000 ,CMF65AR or 22FR-520 ,N50 ,
,SSANYONG ,Korando ,NA,05/2004-06/2007 ,105D31R ,N70ZZ FOOTLEDGE ,
,SSANYONG ,Kyron ,NA,2005- ,105D31R ,N70ZZ FOOTLEDGE ,
,SSANYONG ,Musso Diesel 2.9 / 3.2 ,NA,1997- ,105D31R ,N70ZZ FOOTLEDGE ,
,SSANYONG ,Musso Petrol ,NA,1996-97 ,105D31R ,N70ZZ FOOTLEDGE ,
,SSANYONG ,Rexton ,NA,06/2003- ,105D31R ,N70ZZ FOOTLEDGE ,
,SSANYONG ,Stavic ,NA,11/2005- ,105D31R ,N70ZZ FOOTLEDGE ,
,SUBARU ,Brumby ,NA,10/1980-03/1994 ,40B19L ,NS40L ,
,SUBARU ,1800 Series ,NA,1973-90 ,40B19L ,NS40L ,
,SUBARU ,4WD Wagon ,NA,1983-90 ,40B19R ,NS40 ,
